image_name,prompt_a,prompt_b,prompt_c,negative_prompt,guidance_scale,beta,log_weight,Adapter_A,Adapter_B,StrengthA,StrengthB,clip_score,laion_score
397.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2685.4375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.2020378112793,7.3853254318237305
398.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2808.3671875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,38.03901672363281,7.583909034729004
399.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3199.33984375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,38.471858978271484,7.4712018966674805
400.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2446.2890625,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.82091522216797,7.496343612670898
401.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2554.37109375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.67334747314453,7.503572463989258
402.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2469.1328125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.19504165649414,7.554103851318359
403.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2990.125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.865779876708984,7.690910816192627
404.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2999.93359375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,37.24395751953125,8.077720642089844
405.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2684.62109375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,35.01319885253906,7.313971042633057
406.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2414.6953125,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.50569152832031,8.142993927001953
407.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2777.2109375,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,40.03731155395508,7.999807834625244
408.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-3260.82421875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,34.94070053100586,7.935611248016357
409.png,"japanese anime style, 2D illustration, cute sexy anime girl on a sunny beach, colorful bikini, asian face, smooth anime skin, playful expression, licking a popsicle, sunscreen on shoulders, soft pastel colors, clean lineart, bright summer vibe","realistic 3D render style, stylized but realistic girl on a sunny beach, colorful bikini, asian facial features, detailed skin shading, glossy sunscreen on shoulders, licking a popsicle, soft sunlight, depth of field, high quality 3D lighting, summer atmosphere","anime-inspired 3D render, hybrid anime and realistic style, girl on a sunny beach, colorful bikini, asian face, smooth yet detailed skin, sunscreen on shoulders, licking a popsicle, soft sunlight, clean shapes with realistic lighting, vibrant summer mood","low quality, blurry, bad anatomy, extra limbs, deformed face, ugly, text, watermark, logo, nsfw, explicit, overexposed, underexposed, harsh shadows, noisy background",7.5,0.5,-2857.9296875,ntc-ai/SDXL-LoRA-slider.anime,goofyai/3d_render_style_xl,1.0,1.0,36.186222076416016,7.200417518615723
